ACARA SML ID,School Name,State,School Sector,School Type,Geolocation,ICSEA,ICSEA Percentile,Total Enrolments,Girls Enrolments,Boys Enrolments,Full Time Equivalent Enrolments,Indigenous Enrolments (%),Language Background Other Than English - Yes (%),Language Background Other Than English - No (%),Language Background Other Than English - Not Stated (%)
41593,Hoxton Park High School,NSW,Government,Secondary,Major Cities,944,21,808,367,441,808,4,80,20,0
43219,Delany College,NSW,Catholic,Secondary,Major Cities,985,39,375,169,206,375,1,80,20,0
50459,Tarneit Senior College,VIC,Government,Secondary,Major Cities,995,44,722,349,373,721.7,1,80,19,1
50007,Tennant Creek High School,NT,Government,Secondary,Very Remote,737,2,196,88,108,193.6,78,81,19,0
45473,Thomastown Secondary College,VIC,Government,Secondary,Major Cities,929,16,600,295,305,599.9,2,81,18,1
45452,Pascoe Vale Girls Secondary College,VIC,Government,Secondary,Major Cities,978,36,996,996,0,996,1,81,19,0
41192,Georges River College Penshurst Girls Campus,NSW,Government,Secondary,Major Cities,1029,60,530,530,0,530,2,81,19,0
41341,Carlingford High School,NSW,Government,Secondary,Major Cities,1113,88,1383,527,856,1381,0,81,19,0
50190,Hume Central Secondary College,VIC,Government,Secondary,Major Cities,893,8,1186,508,678,1186,1,82,17,0
45595,Keysborough Secondary College,VIC,Government,Secondary,Major Cities,937,18,1859,893,966,1858.6,1,82,17,1
45416,Lyndale Secondary College,VIC,Government,Secondary,Major Cities,942,20,874,451,423,874,1,82,18,0
41609,Bossley Park High School,NSW,Government,Secondary,Major Cities,977,35,1388,660,728,1386.6,1,82,18,0
41160,Moorefield Girls High School,NSW,Government,Secondary,Major Cities,1005,49,314,314,0,314,2,82,18,0
43483,La Salle Catholic College,NSW,Catholic,Secondary,Major Cities,1007,50,851,286,565,851,0,82,18,0
41584,Miller High School,NSW,Government,Secondary,Major Cities,880,6,718,369,349,717.8,5,83,17,0
41587,Lurnea High School,NSW,Government,Secondary,Major Cities,905,10,698,304,394,697.4,4,83,17,0
41569,Sir Joseph Banks High School,NSW,Government,Secondary,Major Cities,951,24,717,216,501,717,3,83,17,0
41562,East Hills Boys High School,NSW,Government,Secondary,Major Cities,1003,48,830,0,830,829.6,1,83,17,0
43474,Trinity Catholic College,NSW,Catholic,Secondary,Major Cities,1006,49,1257,577,680,1257,1,83,17,0
43215,Cerdon College,NSW,Catholic,Secondary,Major Cities,1038,64,1093,1093,0,1092.5,1,83,17,0
41156,Kingsgrove North High School,NSW,Government,Secondary,Major Cities,984,39,861,331,530,861,2,84,16,0
43488,Patrician Brothers' College Fairfield,NSW,Catholic,Secondary,Major Cities,985,39,1158,0,1158,1158,1,84,16,0
41158,Blakehurst High School,NSW,Government,Secondary,Major Cities,1026,59,1061,453,608,1061,1,84,16,0
41603,Macquarie Fields High School,NSW,Government,Secondary,Major Cities,1064,75,1115,531,584,1114,2,84,16,0
41604,Prairiewood High School,NSW,Government,Secondary,Major Cities,978,35,1234,586,648,1231.8,1,85,15,0
41162,Kingsgrove High School,NSW,Government,Secondary,Major Cities,978,36,822,295,527,822,1,85,15,0
45360,Braybrook College,VIC,Government,Secondary,Major Cities,955,25,1398,663,735,1398,1,86,14,0
41578,Cecil Hills High School,NSW,Government,Secondary,Major Cities,991,42,1462,717,745,1457.9,1,86,14,0
41808,Blacktown Girls High School,NSW,Government,Secondary,Major Cities,1020,56,800,800,0,798.3,3,86,14,0
45423,Melbourne High School,VIC,Government,Secondary,Major Cities,1166,98,1359,0,1359,1357.8,0,86,14,0
41319,Hornsby Girls High School,NSW,Government,Secondary,Major Cities,1205,99,721,721,0,720,0,86,14,0
41568,Merrylands High School,NSW,Government,Secondary,Major Cities,929,16,878,409,469,877.6,2,87,13,0
41147,Canterbury Boys High School,NSW,Government,Secondary,Major Cities,982,38,356,0,356,356,3,87,13,0
43499,Holy Spirit Catholic College,NSW,Catholic,Secondary,Major Cities,1000,47,933,455,478,933,1,87,12,1
41812,Blacktown Boys High School,NSW,Government,Secondary,Major Cities,1040,65,715,0,715,715,2,87,13,0
41325,Normanhurst Boys High School,NSW,Government,Secondary,Major Cities,1207,99,743,0,743,742.7,0,87,13,0
45551,Noble Park Secondary College,VIC,Government,Secondary,Major Cities,943,21,481,213,268,481,1,88,12,0
45437,MacRobertson Girls High School,VIC,Government,Secondary,Major Cities,1165,97,1042,1042,0,1042,0,88,12,0
41570,Strathfield South High School,NSW,Government,Secondary,Major Cities,930,16,650,246,404,650,1,89,11,0
41557,Liverpool Girls High School,NSW,Government,Secondary,Major Cities,942,20,786,786,0,785.2,2,89,11,0
46035,Catholic Regional College St Albans,VIC,Catholic,Secondary,Major Cities,947,22,505,219,286,505,0,89,11,0
45466,St Albans Secondary College,VIC,Government,Secondary,Major Cities,956,26,1569,775,794,1569,1,89,11,0
45490,Westall Secondary College,VIC,Government,Secondary,Major Cities,962,28,600,307,293,599.3,1,89,11,1
41188,Georges River College Hurstville Boys Campus,NSW,Government,Secondary,Major Cities,1000,47,346,0,346,346,1,89,11,0
45546,Glen Waverley Secondary College,VIC,Government,Secondary,Major Cities,1116,89,1962,901,1061,1960.6,0,89,10,0
45594,Nossal High School,VIC,Government,Secondary,Major Cities,1138,94,833,394,439,831.2,0,89,8,3
41150,Sydney Girls High School,NSW,Government,Secondary,Major Cities,1204,99,923,923,0,922.9,0,89,11,0
41588,Holroyd High School,NSW,Government,Secondary,Major Cities,913,11,559,240,319,559,2,90,10,0
41560,Liverpool Boys High School,NSW,Government,Secondary,Major Cities,917,13,527,0,527,518.8,2,90,10,0
45588,Dandenong High School,VIC,Government,Secondary,Major Cities,911,11,1603,782,821,1603,0,91,9,0
43494,Mary MacKillop Catholic College,NSW,Catholic,Secondary,Major Cities,938,18,900,900,0,900,0,91,9,0
41848,Arthur Phillip High School,NSW,Government,Secondary,Major Cities,968,31,1113,363,750,1112.2,1,91,9,0
41555,Homebush Boys High School,NSW,Government,Secondary,Major Cities,1045,68,1075,0,1075,1075,0,91,9,0
41556,Strathfield Girls High School,NSW,Government,Secondary,Major Cities,1073,78,1069,1069,0,1068.4,0,91,9,0
41554,Hurlstone Agricultural High School,NSW,Government,Secondary,Major Cities,1124,91,985,417,568,984.6,0,91,9,0
41590,Fairvale High School,NSW,Government,Secondary,Major Cities,931,16,1499,728,771,1499,1,92,8,0
41574,Bonnyrigg High School,NSW,Government,Secondary,Major Cities,965,30,1688,860,828,1687.5,2,92,8,0
50301,Suzanne Cory High School,VIC,Government,Secondary,Major Cities,1136,93,901,414,487,901,0,92,8,0
41148,St George Girls High School,NSW,Government,Secondary,Major Cities,1153,96,929,929,0,928.4,0,92,8,0
41806,Penrith High School,NSW,Government,Secondary,Major Cities,1177,98,915,404,511,913.9,0,92,8,0
41149,Sydney Boys High School,NSW,Government,Secondary,Major Cities,1183,99,1207,0,1207,1204.7,0,92,8,0
41321,North Sydney Girls High School,NSW,Government,Secondary,Major Cities,1212,99,912,912,0,910.8,0,92,8,0
41589,Granville South Creative and Performing Arts High School,NSW,Government,Secondary,Major Cities,893,8,615,297,318,606.6,1,93,7,0
41577,Chester Hill High School,NSW,Government,Secondary,Major Cities,926,15,1329,662,667,1328.6,1,93,7,0
41598,St Johns Park High School,NSW,Government,Secondary,Major Cities,932,17,933,439,494,929.3,2,93,7,0
41168,Kogarah High School,NSW,Government,Secondary,Major Cities,980,37,842,338,504,842,0,93,7,0
41847,Macarthur Girls High School,NSW,Government,Secondary,Major Cities,1056,72,1198,1198,0,1196.6,0,93,7,0
41586,Condell Park High School,NSW,Government,Secondary,Major Cities,934,17,931,350,581,931,0,94,6,0
41151,Sydney Technical High School,NSW,Government,Secondary,Major Cities,1124,91,914,0,914,911.6,0,94,6,0
41320,North Sydney Boys High School,NSW,Government,Secondary,Major Cities,1197,99,915,0,915,915,0,94,6,0
41601,Fairfield High School,NSW,Government,Secondary,Major Cities,880,6,1169,511,658,1169,1,95,5,0
41614,Birrong Girls High School,NSW,Government,Secondary,Major Cities,951,24,830,830,0,829.8,1,95,5,0
41576,Sefton High School,NSW,Government,Secondary,Major Cities,1028,60,1066,473,593,1066,0,95,5,0
41828,Baulkham Hills High School,NSW,Government,Secondary,Major Cities,1203,99,1231,541,690,1230.3,0,95,5,0
41833,Girraween High School,NSW,Government,Secondary,Major Cities,1187,99,755,327,428,754.7,0,95,5,0
41564,Birrong Boys High School,NSW,Government,Secondary,Major Cities,916,12,372,0,372,372,2,96,4,0
41583,Canley Vale High School,NSW,Government,Secondary,Major Cities,952,24,1574,797,777,1570.9,0,96,4,0
41573,Beverly Hills Girls High School,NSW,Government,Secondary,Major Cities,990,41,1023,990,33,1022,1,96,4,0
41804,Parramatta High School,NSW,Government,Secondary,Major Cities,1106,87,1024,398,626,1022.4,0,96,4,0
41563,Cabramatta High School,NSW,Government,Secondary,Major Cities,928,15,1557,759,798,1557,1,97,3,0
50380,Alpha Omega Senior College,NSW,Independent,Secondary,Major Cities,1062,74,507,213,294,507,0,97,3,0
41811,James Ruse Agricultural High School,NSW,Government,Secondary,Major Cities,1240,99,854,389,465,853.9,0,97,3,0
40638,Bankstown Senior College,NSW,Government,Secondary,Major Cities,878,6,554,282,272,550.8,0,98,2,0
41613,Granville Boys High School,NSW,Government,Secondary,Major Cities,929,16,497,0,497,496.6,0,98,2,0
41615,Wiley Park Girls High School,NSW,Government,Secondary,Major Cities,937,18,501,501,0,501,0,98,2,0
43807,St Narsai Assyrian Christian College,NSW,Independent,Secondary,Major Cities,936,18,639,362,277,639,0,98,1,1
41612,Belmore Boys High School,NSW,Government,Secondary,Major Cities,944,21,431,0,431,431,0,98,2,0
41571,Auburn Girls High School,NSW,Government,Secondary,Major Cities,948,22,784,784,0,783.5,0,98,2,0
41572,Bankstown Girls High School,NSW,Government,Secondary,Major Cities,946,22,550,550,0,550,0,98,2,0
41559,Punchbowl Boys High School,NSW,Government,Secondary,Major Cities,922,14,479,0,479,479,0,99,1,0
49664,Adelaide Secondary School of English,SA,Government,Secondary,Major Cities,949,23,318,144,174,318,0,99,1,0
50146,Xavier Catholic College,NT,Catholic,Secondary,Remote,585,0,71,43,28,71,97,100,0,0
47424,Milpera State High School,QLD,Government,Secondary,Major Cities,940,19,226,107,119,226,0,100,0,0
50477,MacKillop Catholic College,NT,Catholic,Secondary,Outer Regional,987,40,766,357,409,763.4,14,100,0,0
41167,Central Sydney Intensive English High School,NSW,Government,Secondary,Major Cities,1033,62,109,55,54,109,0,100,0,0
