ACARA SML ID,School Name,State,School Sector,School Type,Geolocation,ICSEA,ICSEA Percentile,Total Enrolments,Girls Enrolments,Boys Enrolments,Full Time Equivalent Enrolments,Indigenous Enrolments (%),Language Background Other Than English - Yes (%),Language Background Other Than English - No (%),Language Background Other Than English - Not Stated (%)
47537,Rochedale State High School,QLD,Government,Secondary,Major Cities,1024,58,1553,779,774,1552.6,4,18,82,0
40939,Trinity College Senior,SA,Independent,Secondary,Major Cities,1038,64,566,282,284,563.1,2,18,81,1
41348,Narrabeen Sports High School,NSW,Government,Secondary,Major Cities,1038,64,1042,438,604,1040.5,1,18,82,0
49895,University of Canberra High School Kaleen,ACT,Government,Secondary,Major Cities,1039,65,436,192,244,436,6,18,82,0
41186,Sydney Distance Education High School,NSW,Government,Secondary,Major Cities,1042,66,582,343,239,525.3,7,18,82,0
41191,The Jannali High School,NSW,Government,Secondary,Major Cities,1050,70,979,499,480,979,2,18,82,0
43486,"De La Salle Catholic College, Caringbah",NSW,Catholic,Secondary,Major Cities,1063,74,456,0,456,456,2,18,82,0
43224,Marian Catholic College,NSW,Catholic,Secondary,Major Cities,1065,75,1022,562,460,1020.7,0,18,82,0
45958,Ave Maria College,VIC,Catholic,Secondary,Major Cities,1068,76,828,828,0,828,0,18,82,0
40496,Northern Beaches Secondary College Freshwater Senior Campus,NSW,Government,Secondary,Major Cities,1084,81,632,437,195,630.5,1,18,82,0
43485,Our Lady of Mercy Catholic College Burraneer,NSW,Catholic,Secondary,Major Cities,1084,81,374,374,0,374,2,18,82,0
43658,St Mary Star of the Sea College,NSW,Independent,Secondary,Major Cities,1097,84,1099,1099,0,1099,2,18,82,0
45404,Kensington Community High School,VIC,Government,Secondary,Major Cities,958,27,106,57,49,106,7,19,81,0
40562,Mildura Senior College,VIC,Government,Secondary,Outer Regional,978,36,933,483,450,931.2,8,19,81,0
48161,Kelmscott Senior High School,WA,Government,Secondary,Major Cities,983,38,1295,675,620,1295,4,19,81,0
49526,Seaton High School,SA,Government,Secondary,Major Cities,992,42,869,398,471,868.1,7,19,81,0
45386,Fairhills High School,VIC,Government,Secondary,Major Cities,993,43,470,244,226,468.1,1,19,80,1
48215,Wanneroo Secondary College,WA,Government,Secondary,Major Cities,992,43,1176,595,581,1176,4,19,78,3
48260,Atwell College,WA,Government,Secondary,Major Cities,1013,53,1418,674,744,1418,3,19,33,48
43327,Mount Carmel Catholic College,NSW,Catholic,Secondary,Major Cities,1032,62,1112,555,557,1112,3,19,80,0
50155,St Philip's College,NT,Independent,Secondary,Remote,1035,63,645,321,324,645,17,19,81,0
43659,St Patrick's College Campbelltown,NSW,Independent,Secondary,Major Cities,1048,69,709,709,0,709,5,19,81,0
41173,Woolooware High School,NSW,Government,Secondary,Major Cities,1060,73,928,462,466,928,1,19,81,0
47885,St Thomas More College,QLD,Catholic,Secondary,Major Cities,1059,73,1091,528,563,1091,1,19,81,0
40321,Hawker College,ACT,Government,Secondary,Major Cities,1061,74,440,223,217,436,4,19,80,0
41344,Davidson High School,NSW,Government,Secondary,Major Cities,1075,78,887,423,464,886.2,1,19,81,0
48985,Prendiville Catholic College,WA,Catholic,Secondary,Major Cities,1080,80,1133,585,548,1133,1,19,81,0
48160,Carine Senior High School,WA,Government,Secondary,Major Cities,1090,83,2015,977,1038,2015,1,19,55,26
48133,John Curtin College Of The Arts,WA,Government,Secondary,Major Cities,1123,91,1761,1065,696,1761,1,19,3,79
40949,Mungalla Silver Lining School,QLD,Independent,Secondary,Outer Regional,778,2,35,12,23,35,94,20,57,23
41835,Cambridge Park High School,NSW,Government,Secondary,Major Cities,912,11,691,325,366,690.4,13,20,80,0
47519,Kingston State College,QLD,Government,Secondary,Major Cities,926,15,951,482,469,928.4,14,20,80,0
42372,Coffs Harbour High School,NSW,Government,Secondary,Inner Regional,971,33,902,448,454,899.3,9,20,80,0
49498,Bordertown High School,SA,Government,Secondary,Outer Regional,984,39,215,104,111,209.3,1,20,80,0
51485,Officer Secondary College,VIC,Government,Secondary,Major Cities,990,42,1065,551,514,1065,1,20,80,0
50376,Melba Copland Secondary School,ACT,Government,Secondary,Major Cities,1019,56,742,340,402,742,4,20,80,0
48223,Lesmurdie Senior High School,WA,Government,Secondary,Major Cities,1032,62,1057,527,530,1057,1,20,75,5
49487,Henley High School,SA,Government,Secondary,Major Cities,1039,65,1316,624,692,1308.6,4,20,80,0
45326,Box Hill Senior Secondary College,VIC,Government,Secondary,Major Cities,1051,70,338,142,196,338,1,20,46,34
40330,The Canberra College,ACT,Government,Secondary,Major Cities,1075,78,1119,623,496,1118.6,4,20,80,0
48232,Leeming Senior High School,WA,Government,Secondary,Major Cities,1074,78,1095,506,589,1093,1,20,80,1
43268,Mater Maria Catholic College,NSW,Catholic,Secondary,Major Cities,1078,79,1015,515,500,1014.6,1,20,80,0
45560,Templestowe College,VIC,Government,Secondary,Major Cities,1091,83,1237,546,691,1216,1,20,79,1
47513,Kenmore State High School,QLD,Government,Secondary,Major Cities,1107,87,1960,971,989,1960,1,20,80,0
49912,Campbell High School,ACT,Government,Secondary,Major Cities,1106,87,704,329,375,702.5,2,20,80,0
40332,Daramalan College,ACT,Independent,Secondary,Major Cities,1114,89,1386,613,773,1385.2,1,20,80,0
43681,Oakhill College Castle Hill,NSW,Independent,Secondary,Major Cities,1116,89,1772,230,1542,1772,1,20,74,6
43478,Marist Catholic College North Shore,NSW,Catholic,Secondary,Major Cities,1127,91,819,0,819,819,1,20,80,0
47503,Heatley Secondary College,QLD,Government,Secondary,Outer Regional,881,7,778,370,408,693,35,21,79,0
49473,Port Augusta Secondary School,SA,Government,Secondary,Outer Regional,882,7,617,284,333,616.3,41,21,79,0
45532,Wallan Secondary College,VIC,Government,Secondary,Major Cities,968,31,667,331,336,666.3,5,21,79,0
52266,Aveley Secondary College,WA,Government,Secondary,Major Cities,990,42,806,374,432,806,7,21,78,1
43629,Marian Catholic College,NSW,Catholic,Secondary,Outer Regional,1008,50,703,356,347,703,3,21,79,0
51508,Joseph Banks Secondary College,WA,Government,Secondary,Major Cities,1010,51,1513,728,785,1513,3,21,56,23
48959,La Salle College,WA,Catholic,Secondary,Major Cities,1024,58,1391,683,708,1391,5,21,79,0
45341,Northern College of the Arts and Technology,VIC,Government,Secondary,Major Cities,1029,60,454,197,257,449.5,1,21,78,0
41330,Asquith Boys High School,NSW,Government,Secondary,Major Cities,1050,69,586,0,586,584.8,1,21,79,0
49503,Mitcham Girls High School,SA,Government,Secondary,Major Cities,1077,79,779,779,0,776.6,1,21,79,0
43493,St Patrick's College Sutherland,NSW,Catholic,Secondary,Major Cities,1089,82,1304,635,669,1302.4,1,21,79,0
40427,Williamstown High School,VIC,Government,Secondary,Major Cities,1102,86,1543,757,786,1542.3,1,21,79,1
43119,Walgett Community College - High School,NSW,Government,Secondary,Remote,701,1,117,62,55,117,89,22,78,0
49509,Playford International College,SA,Government,Secondary,Major Cities,889,7,1149,552,597,1145.5,13,22,78,0
48222,Cecil Andrews College,WA,Government,Secondary,Major Cities,898,9,788,378,410,788,22,22,78,0
47511,Bundamba State Secondary College,QLD,Government,Secondary,Major Cities,907,10,974,481,493,974,17,22,78,0
47433,Harristown State High School,QLD,Government,Secondary,Inner Regional,945,21,1824,921,903,1822.2,16,22,78,0
49621,Valley View Secondary School,SA,Government,Secondary,Major Cities,957,26,329,164,165,329,8,22,78,0
52723,Armidale Secondary College,NSW,Government,Secondary,Inner Regional,971,33,1152,552,600,1149.2,17,22,77,0
48224,Warwick Senior High School,WA,Government,Secondary,Major Cities,976,35,699,354,345,699,9,22,70,8
40346,O'Loughlin Catholic College,NT,Catholic,Secondary,Outer Regional,1015,54,583,274,309,580.8,15,22,78,0
42118,Henry Kendall High School,NSW,Government,Secondary,Major Cities,1015,54,810,403,407,808.2,7,22,78,0
52803,Mango Hill State Secondary College,QLD,Government,Secondary,Major Cities,1035,63,242,123,119,242,4,22,78,0
40621,St Francis Xavier College,VIC,Catholic,Secondary,Major Cities,1040,65,3296,1583,1713,3296,0,22,78,0
45936,Emmaus College,VIC,Catholic,Secondary,Major Cities,1067,76,1326,682,644,1326,0,22,78,0
45868,Our Lady of the Sacred Heart College,VIC,Catholic,Secondary,Major Cities,1091,83,737,737,0,737,0,22,78,0
43271,St Leo's Catholic College,NSW,Catholic,Secondary,Major Cities,1099,85,756,330,426,756,1,22,78,0
47446,Murgon State High School,QLD,Government,Secondary,Inner Regional,824,3,371,177,194,371,50,23,77,0
42909,Corrimal High School,NSW,Government,Secondary,Major Cities,926,15,353,171,182,353,12,23,77,0
48239,Lakeland Senior High School,WA,Government,Secondary,Major Cities,949,23,581,271,310,581,12,23,61,15
45482,Carrum Downs Secondary College,VIC,Government,Secondary,Major Cities,970,32,912,412,500,912,2,23,77,0
49009,Irene McCormack Catholic College,WA,Catholic,Secondary,Major Cities,1022,57,880,438,442,880,3,23,77,0
48137,Kent Street Senior High School,WA,Government,Secondary,Major Cities,1026,59,1027,416,611,1027,6,23,74,3
43479,Champagnat Catholic College,NSW,Catholic,Secondary,Major Cities,1028,60,633,0,633,633,7,23,77,0
47437,Balmoral State High School,QLD,Government,Secondary,Major Cities,1032,61,733,332,401,732.1,6,23,77,0
48995,Seton Catholic College,WA,Catholic,Secondary,Major Cities,1042,66,993,545,448,993,2,23,77,0
46354,Alia College,VIC,Independent,Secondary,Major Cities,1043,67,68,32,36,65.7,1,23,77,0
49897,University of Canberra Senior Secondary College Lake Ginninderra,ACT,Government,Secondary,Major Cities,1052,70,674,319,355,654.8,5,23,77,0
49884,Belconnen High School,ACT,Government,Secondary,Major Cities,1056,72,523,244,279,523,3,23,77,0
45390,Frankston High School,VIC,Government,Secondary,Major Cities,1062,74,1959,937,1022,1958.5,1,23,76,0
45629,Parade College,VIC,Catholic,Secondary,Major Cities,1063,74,1937,0,1937,1937,1,23,77,0
41337,Ku-ring-gai High School,NSW,Government,Secondary,Major Cities,1079,80,579,289,290,579,1,23,77,0
45517,Fitzroy High School,VIC,Government,Secondary,Major Cities,1086,81,593,277,316,590.6,1,23,76,1
47425,Cavendish Road State High School,QLD,Government,Secondary,Major Cities,1095,84,1945,941,1004,1945,3,23,77,0
50561,Kennedy Baptist College,WA,Independent,Secondary,Major Cities,1100,85,1158,550,608,1158,0,23,77,0
42122,Callaghan College Waratah Campus,NSW,Government,Secondary,Major Cities,934,17,851,380,471,851,15,24,76,0
49496,Salisbury High School,SA,Government,Secondary,Major Cities,933,17,858,394,464,858,9,24,76,0
41826,Kingswood High School,NSW,Government,Secondary,Major Cities,944,21,891,384,507,890.4,12,24,76,0
42914,Queanbeyan High School,NSW,Government,Secondary,Major Cities,966,30,524,231,293,524,15,24,76,0
47435,Mitchelton State High School,QLD,Government,Secondary,Major Cities,973,33,480,232,248,479.4,11,24,76,0
45491,Wheelers Hill Secondary College,VIC,Government,Secondary,Major Cities,1014,53,660,340,320,658.8,1,24,75,2
48982,John Paul College,WA,Catholic,Secondary,Outer Regional,1017,54,669,332,337,669,4,24,76,0
47442,Wavell State High School,QLD,Government,Secondary,Major Cities,1017,55,1766,817,949,1766,7,24,76,0
45484,Wantirna College,VIC,Government,Secondary,Major Cities,1022,57,1419,710,709,1418.6,1,24,76,0
45337,Chaffey Secondary College,VIC,Government,Secondary,Outer Regional,868,5,489,241,248,488.9,28,25,74,1
48136,Katanning Senior High School,WA,Government,Secondary,Outer Regional,900,9,326,158,168,326,22,25,40,34
52607,Palmerston College,NT,Government,Secondary,Outer Regional,903,9,1219,603,616,1218.2,35,25,75,0
47898,St Saviour's College,QLD,Catholic,Secondary,Inner Regional,965,29,177,177,0,177,26,25,75,0
52276,Fremantle College,WA,Government,Secondary,Major Cities,985,39,1180,509,671,1180,10,25,54,22
40406,Catholic Regional College Sydenham,VIC,Catholic,Secondary,Major Cities,1015,53,859,426,433,859,0,25,75,0
47432,Southport State High School,QLD,Government,Secondary,Major Cities,1025,58,1914,945,969,1914,4,25,75,0
48134,John Forrest Secondary College,WA,Government,Secondary,Major Cities,1025,58,1114,518,596,1114,4,25,2,72
46064,Catholic Regional College North Keilor,VIC,Catholic,Secondary,Major Cities,1039,65,644,302,342,644,0,25,75,0
49011,Emmanuel Catholic College,WA,Catholic,Secondary,Major Cities,1040,65,1098,545,553,1098,1,25,75,0
41169,Gymea Technology High School,NSW,Government,Secondary,Major Cities,1043,66,654,291,363,651.2,2,25,75,0
47508,Holland Park State High School,QLD,Government,Secondary,Major Cities,1055,72,694,325,369,692.8,4,25,75,0
45748,St Columba's College,VIC,Catholic,Secondary,Major Cities,1096,84,1032,1032,0,1032,0,25,75,0
45976,Avila College,VIC,Catholic,Secondary,Major Cities,1100,85,1094,1094,0,1094,0,25,75,0
41352,Northern Beaches Secondary College Balgowlah Boys Campus,NSW,Government,Secondary,Major Cities,1114,89,1143,0,1143,1142.7,1,25,75,0
52653,Bob Hawke College,WA,Government,Secondary,Major Cities,1114,89,272,131,141,272,1,25,43,31
45442,Northcote High School,VIC,Government,Secondary,Major Cities,1129,92,1833,888,945,1833,1,25,71,4
42124,Merewether High School,NSW,Government,Secondary,Major Cities,1208,99,1071,496,575,1065.6,2,25,75,0
52507,Top End School of Flexible Learning,NT,Government,Secondary,Outer Regional,726,1,102,37,65,83.4,87,26,74,0
50002,Nhulunbuy High School,NT,Government,Secondary,Very Remote,942,20,316,159,157,316,31,26,74,0
47520,Springwood State High School,QLD,Government,Secondary,Major Cities,977,35,619,302,317,619,5,26,74,0
47913,St Patrick's College Townsville,QLD,Catholic,Secondary,Outer Regional,984,39,542,542,0,542,26,26,74,0
42921,Figtree High School,NSW,Government,Secondary,Major Cities,1003,48,967,457,510,964.8,4,26,74,0
43223,Xavier College,NSW,Catholic,Secondary,Major Cities,1005,49,1030,521,509,1030,6,26,74,0
47464,Aspley State High School,QLD,Government,Secondary,Major Cities,1007,49,1021,447,574,1021,6,26,74,0
45459,Ringwood Secondary College,VIC,Government,Secondary,Major Cities,1045,68,1581,822,759,1579.3,1,26,73,1
42906,Wollongong High School of the Performing Arts,NSW,Government,Secondary,Major Cities,1053,71,1200,775,425,1198,5,26,74,0
49479,Unley High School,SA,Government,Secondary,Major Cities,1082,80,1240,574,666,1206.6,1,26,74,0
45760,Our Lady of Mercy College,VIC,Catholic,Secondary,Major Cities,1102,86,1198,1198,0,1197.2,0,26,74,0
43660,Mount St Benedict College,NSW,Independent,Secondary,Major Cities,1140,94,1112,1112,0,1109.7,0,26,74,0
48250,Shenton College,WA,Government,Secondary,Major Cities,1160,97,2404,1080,1324,2404,1,26,25,49
41163,Matraville Sports High School,NSW,Government,Secondary,Major Cities,900,9,345,115,230,343.8,37,27,73,0
48138,Gilmore College,WA,Government,Secondary,Major Cities,909,11,1185,569,616,1184,14,27,72,0
42913,Illawarra Sports High School,NSW,Government,Secondary,Major Cities,919,13,810,322,488,809.6,15,27,73,0
47532,Loganlea State High School,QLD,Government,Secondary,Major Cities,929,15,660,310,350,660,15,27,73,0
47485,Townsville State High School,QLD,Government,Secondary,Outer Regional,932,16,882,400,482,882,19,27,73,0
52724,Murrumbidgee Regional High School,NSW,Government,Secondary,Outer Regional,934,17,1218,608,610,1215.8,14,27,73,0
41810,Seven Hills High School,NSW,Government,Secondary,Major Cities,950,23,318,136,182,318,8,27,73,0
47417,Toowoomba State High School,QLD,Government,Secondary,Inner Regional,957,26,881,458,423,880.2,10,27,73,0
49703,Mount Carmel College,SA,Catholic,Secondary,Major Cities,999,46,588,281,307,588,4,27,72,1
47465,Coorparoo Secondary College,QLD,Government,Secondary,Major Cities,1019,55,394,180,214,392.6,8,27,73,0
50359,Gungahlin College,ACT,Government,Secondary,Major Cities,1056,72,1162,554,608,1130,2,27,73,0
43482,Marcellin College,NSW,Catholic,Secondary,Major Cities,1096,84,979,0,979,979,3,27,73,0
48978,Corpus Christi College,WA,Catholic,Secondary,Major Cities,1101,85,1286,640,646,1286,1,27,73,0
45557,Melbourne Girls College,VIC,Government,Secondary,Major Cities,1122,91,1490,1490,0,1488.5,0,27,70,3
48207,Kiara College,WA,Government,Secondary,Major Cities,874,6,487,214,273,487,26,28,72,0
49566,Salisbury East High School,SA,Government,Secondary,Major Cities,961,28,821,399,422,821,5,28,72,0
45449,Pakenham Secondary College,VIC,Government,Secondary,Major Cities,965,29,773,380,393,771.9,2,28,71,1
47543,Browns Plains State High School,QLD,Government,Secondary,Major Cities,963,29,1034,507,527,1034,5,28,72,0
48256,Ellenbrook Secondary College,WA,Government,Secondary,Major Cities,985,39,1444,732,712,1444,7,28,64,8
50364,Springfield Central State High School,QLD,Government,Secondary,Major Cities,1020,56,1821,983,838,1821,4,28,72,0
49924,Melrose High School,ACT,Government,Secondary,Major Cities,1064,75,813,403,410,813,3,28,72,0
45425,Mentone Girls Secondary College,VIC,Government,Secondary,Major Cities,1079,80,1087,1087,0,1085.8,0,28,71,1
43676,St Clare's College,NSW,Catholic,Secondary,Major Cities,1101,85,595,595,0,595,2,28,72,0
41351,Northern Beaches Secondary College Mackellar Girls Campus,NSW,Government,Secondary,Major Cities,1112,88,1296,1296,0,1295.6,1,28,72,0
40787,Queensland Academy for Creative Industries,QLD,Government,Secondary,Major Cities,1120,90,424,321,103,424,1,28,72,0
48034,Brisbane Girls Grammar School,QLD,Independent,Secondary,Major Cities,1205,99,1429,1429,0,1429,0,28,72,0
47541,Woree State High School,QLD,Government,Secondary,Outer Regional,879,6,989,467,522,987.8,42,29,71,0
52809,Greater Shepparton College (interim name),VIC,Government,Secondary,Inner Regional,941,20,2269,1153,1116,2265.8,11,29,71,0
46102,Thomas Carr College,VIC,Catholic,Secondary,Major Cities,1037,64,1060,512,548,1060,0,29,71,0
46121,Catholic Regional College Caroline Springs,VIC,Catholic,Secondary,Major Cities,1043,67,924,458,466,924,0,29,71,0
52640,Santa Sophia Catholic College (Secondary),NSW,Catholic,Secondary,Major Cities,1073,78,175,86,89,175,2,29,71,0
52699,Preston High School,VIC,Government,Secondary,Major Cities,1085,81,303,157,146,303,1,29,71,0
52576,Adelaide Botanic High School,SA,Government,Secondary,Major Cities,1096,84,535,241,294,535,5,29,71,0
49885,Canberra High School,ACT,Government,Secondary,Major Cities,1104,86,869,419,450,868.4,3,29,71,0
52381,Alice Miller School,VIC,Independent,Secondary,Inner Regional,1110,88,369,177,192,369,1,29,71,0
41180,Newtown High School of Performing Arts,NSW,Government,Secondary,Major Cities,1121,90,1099,675,424,1098.1,2,29,71,0
49911,Alfred Deakin High School,ACT,Government,Secondary,Major Cities,1126,91,883,389,494,881.8,3,29,71,0
49369,Para Hills High School,SA,Government,Secondary,Major Cities,837,4,494,198,296,493.6,9,30,70,0
48212,Southern River College,WA,Government,Secondary,Major Cities,935,18,937,431,506,937,9,30,25,45
45395,Bundoora Secondary College,VIC,Government,Secondary,Major Cities,995,44,336,153,183,336,6,30,70,1
48981,Lumen Christi College,WA,Catholic,Secondary,Major Cities,1015,54,977,523,454,977,5,30,70,0
45985,Mercy College,VIC,Catholic,Secondary,Major Cities,1024,58,451,451,0,451,1,30,70,0
41347,Northern Beaches Secondary College Cromer Campus,NSW,Government,Secondary,Major Cities,1029,60,745,350,395,743.4,2,30,70,0
46002,MacKillop Catholic Regional College,VIC,Catholic,Secondary,Major Cities,1044,67,1705,834,871,1705,1,30,70,0
40780,Coburg High School,VIC,Government,Secondary,Major Cities,1062,74,1048,474,574,1048,2,30,70,0
45383,Elwood College,VIC,Government,Secondary,Major Cities,1099,85,822,364,458,821.8,0,30,69,1
43481,Brigidine College Randwick,NSW,Catholic,Secondary,Major Cities,1110,88,845,845,0,845,2,30,70,0
48125,Churchlands Senior High School,WA,Government,Secondary,Major Cities,1120,90,2797,1394,1403,2797,1,30,70,0
41850,Riverstone High School,NSW,Government,Secondary,Major Cities,943,21,403,184,219,403,12,31,69,0
45336,Staughton College,VIC,Government,Secondary,Major Cities,959,27,1150,570,580,1148.9,4,31,69,0
45421,Melba Secondary College,VIC,Government,Secondary,Major Cities,973,33,601,312,289,599.8,1,31,69,0
49491,Hamilton Secondary College,SA,Government,Secondary,Major Cities,994,44,503,213,290,477.6,6,31,69,0
47410,Cairns State High School,QLD,Government,Secondary,Outer Regional,1032,62,1669,903,766,1665.4,11,31,69,0
41346,Muirfield High School,NSW,Government,Secondary,Major Cities,1071,77,848,416,432,847,1,31,69,0
43492,Aquinas Catholic College,NSW,Catholic,Secondary,Major Cities,1069,77,1079,531,548,1079,1,31,69,0
52802,Fortitude Valley State Secondary College,QLD,Government,Secondary,Major Cities,1093,84,137,61,76,137,5,31,69,0
41340,Pennant Hills High School,NSW,Government,Secondary,Major Cities,1106,87,1063,469,594,1062.1,1,31,69,0
45344,Victorian College Of The Arts Secondary School,VIC,Government,Secondary,Major Cities,1134,93,402,249,153,396.4,0,31,69,0
41830,Chifley College Dunheved Campus,NSW,Government,Secondary,Major Cities,850,4,377,190,187,377,29,32,68,0
48217,Yule Brook College,WA,Government,Secondary,Major Cities,866,5,289,122,167,289,37,32,16,52
47440,Keebra Park State High School,QLD,Government,Secondary,Major Cities,980,37,914,366,548,914,7,32,68,0
41845,Erskine Park High School,NSW,Government,Secondary,Major Cities,982,38,1015,505,510,1014.2,4,32,68,0
48131,Hampton Senior High School,WA,Government,Secondary,Major Cities,984,39,821,431,390,821,4,32,43,25
40646,Wyndham College,NSW,Government,Secondary,Major Cities,992,43,631,324,307,629.2,9,32,68,0
47423,Craigslea State High School,QLD,Government,Secondary,Major Cities,1050,69,1086,538,548,1085.6,4,32,68,0
45338,Bentleigh Secondary College,VIC,Government,Secondary,Major Cities,1064,75,1030,438,592,1028.2,1,32,68,0
41326,Asquith Girls High School,NSW,Government,Secondary,Major Cities,1070,77,722,722,0,720.4,1,32,68,0
45964,Mount St Joseph Girls' College,VIC,Catholic,Secondary,Major Cities,1070,77,1056,1056,0,1055.5,0,32,68,0
43217,Gilroy Catholic College,NSW,Catholic,Secondary,Major Cities,1078,79,1284,685,599,1284,1,32,68,0
45735,St Aloysius College,VIC,Catholic,Secondary,Major Cities,1082,80,445,445,0,445,0,32,68,0
49915,Dickson College,ACT,Government,Secondary,Major Cities,1090,83,709,334,375,708.2,3,32,67,1
52698,Prahran High School,VIC,Government,Secondary,Major Cities,1093,84,215,99,116,215,1,32,68,0
48117,Applecross Senior High School,WA,Government,Secondary,Major Cities,1110,88,1665,845,820,1665,0,32,52,16
45365,Camberwell High School,VIC,Government,Secondary,Major Cities,1123,91,1173,347,826,1171.7,0,32,61,7
43269,Mercy Catholic College,NSW,Catholic,Secondary,Major Cities,1128,92,706,706,0,706,0,32,67,1
41831,Chifley College Shalvey Campus,NSW,Government,Secondary,Major Cities,828,3,409,198,211,409,33,33,67,0
41605,Holsworthy High School,NSW,Government,Secondary,Major Cities,989,41,587,282,305,585.6,5,33,67,0
41846,Quakers Hill High School,NSW,Government,Secondary,Major Cities,996,45,833,417,416,833,5,33,67,0
41610,Elizabeth Macarthur High School,NSW,Government,Secondary,Major Cities,1002,48,1324,684,640,1324,5,33,67,0
48254,Canning Vale College,WA,Government,Secondary,Major Cities,1027,59,1459,708,751,1459,2,33,60,7
41157,Port Hacking High School,NSW,Government,Secondary,Major Cities,1054,71,1190,602,588,1189.4,2,33,67,0
45519,Mullauna Secondary College,VIC,Government,Secondary,Major Cities,1054,71,498,232,266,496.9,1,33,67,0
48902,Chisholm Catholic College,WA,Catholic,Secondary,Major Cities,1074,78,1674,840,834,1674,1,33,67,0
49489,Marryatville High School,SA,Government,Secondary,Major Cities,1105,86,1368,696,672,1364,1,33,67,0
50267,Albert Park College,VIC,Government,Secondary,Major Cities,1116,89,1444,671,773,1444,1,33,67,0
45366,Canterbury Girls Secondary College,VIC,Government,Secondary,Major Cities,1122,90,1018,1018,0,1016.6,0,33,32,35
48040,Wadja Wadja High School,QLD,Independent,Secondary,Remote,592,0,76,33,43,76,100,34,66,0
40339,Centralian Senior College,NT,Government,Secondary,Remote,907,10,430,222,208,417.4,48,34,66,0
45504,Kurunjang Secondary College,VIC,Government,Secondary,Major Cities,939,19,915,444,471,915,2,34,66,0
45392,North Geelong Secondary College,VIC,Government,Secondary,Major Cities,948,22,1041,455,586,1039.1,4,34,66,0
49486,Findon High School,SA,Government,Secondary,Major Cities,958,26,253,110,143,246.2,7,34,66,0
46161,Bayview College,VIC,Independent,Secondary,Outer Regional,1015,53,232,117,115,230.6,4,34,66,0
45420,Maribyrnong Secondary College,VIC,Government,Secondary,Major Cities,1029,60,1281,576,705,1281,1,34,65,1
45379,Doncaster Secondary College,VIC,Government,Secondary,Major Cities,1061,74,1494,700,794,1494,0,34,66,0
48141,Melville Senior High School,WA,Government,Secondary,Major Cities,1064,75,1402,675,727,1402,3,34,51,15
52703,Richmond High School,VIC,Government,Secondary,Major Cities,1075,78,343,107,236,343,2,34,65,1
45550,Viewbank College,VIC,Government,Secondary,Major Cities,1108,87,1432,676,756,1430,0,34,66,0
45362,Brighton Secondary College,VIC,Government,Secondary,Major Cities,1115,89,1205,514,691,1203.3,0,34,65,1
42933,Smiths Hill High School,NSW,Government,Secondary,Major Cities,1202,99,728,327,401,727.8,1,34,66,0
48205,Girrawheen Senior High School,WA,Government,Secondary,Major Cities,901,9,436,214,222,436,21,35,9,56
41607,Ambarvale High School,NSW,Government,Secondary,Major Cities,917,13,769,374,395,768.6,13,35,65,0
40623,Hallam Senior Secondary College,VIC,Government,Secondary,Major Cities,966,30,693,298,395,631.8,2,35,65,0
41579,Mount Annan High School,NSW,Government,Secondary,Major Cities,980,37,927,452,475,926.6,5,35,65,0
45508,Forest Hill College,VIC,Government,Secondary,Major Cities,1035,63,620,256,364,620,2,35,64,1
47466,Aviation High,QLD,Government,Secondary,Major Cities,1036,64,553,178,375,553,3,35,65,0
46003,St James College,VIC,Catholic,Secondary,Major Cities,1072,77,350,0,350,350,1,35,65,0
47434,Kedron State High School,QLD,Government,Secondary,Major Cities,1075,78,1671,781,890,1670.2,2,35,65,0
48152,Como Secondary College,WA,Government,Secondary,Major Cities,1078,79,867,403,464,867,3,35,30,35
40683,Australian Science and Mathematics School,SA,Government,Secondary,Major Cities,1083,81,365,151,214,355.7,1,35,65,0
49920,Lyneham High School,ACT,Government,Secondary,Major Cities,1140,94,1081,512,569,1081,2,35,65,0
45480,Kambrya College,VIC,Government,Secondary,Major Cities,1024,58,1609,760,849,1608.5,1,36,64,0
41185,Menai High School,NSW,Government,Secondary,Major Cities,1046,68,1261,639,622,1260.5,2,36,64,0
43473,Our Lady of the Sacred Heart College,NSW,Catholic,Secondary,Major Cities,1057,72,841,841,0,841,4,36,64,0
48144,Mount Lawley Senior High School,WA,Government,Secondary,Major Cities,1100,85,1896,939,957,1896,2,36,62,2
41331,Mosman High School,NSW,Government,Secondary,Major Cities,1128,92,1063,507,556,1059.6,0,36,64,0
41842,St Clair High School,NSW,Government,Secondary,Major Cities,935,18,653,317,336,653,9,37,63,0
45932,St John's Regional College,VIC,Catholic,Secondary,Major Cities,1002,47,694,321,373,694,1,37,63,0
41581,Picnic Point High School,NSW,Government,Secondary,Major Cities,1003,48,984,425,559,982.8,4,37,63,0
48213,Greenwood College,WA,Government,Secondary,Major Cities,1033,62,1071,558,513,1071,1,37,29,34
47217,Centenary State High School,QLD,Government,Secondary,Major Cities,1046,68,1662,788,874,1662,3,37,63,0
41332,The Forest High School,NSW,Government,Secondary,Major Cities,1047,69,799,334,465,798.8,2,37,63,0
47529,Benowa State High School,QLD,Government,Secondary,Major Cities,1059,73,1978,1073,905,1978,2,37,63,0
40700,University Senior College at Adelaide University,SA,Independent,Secondary,Major Cities,1077,79,449,269,180,447.6,0,37,63,0
45357,Blackburn High School,VIC,Government,Secondary,Major Cities,1082,80,1342,601,741,1340.4,0,37,62,0
